,E,I_sym,I_asym,ICU,Daily_infected,Reinfection,Sequela 1,Sequela 2,Sequela 3,Sequela 4,Sequela 5,Sequela 6
84,1,6,2,6,0,2,1094,819,820,831,832,819
85,1,5,2,6,0,1,1143,818,819,831,831,819
86,1,4,2,5,0,0,1166,818,819,831,831,819
87,0,4,1,4,1,0,1163,787,785,798,800,788
88,0,4,1,4,0,0,1086,766,767,779,777,767
89,0,4,1,4,0,3,1156,840,838,853,853,841
90,0,4,1,3,0,1,1095,836,836,845,846,836
91,0,3,1,2,0,1,1160,830,827,843,843,831
92,0,3,1,2,0,1,1122,852,852,864,865,852
93,0,3,1,2,0,0,1115,837,838,850,850,838
94,0,3,1,2,0,0,1049,807,808,820,820,808
95,0,2,1,1,0,0,1151,847,845,859,860,848
96,0,1,1,1,0,0,1193,816,816,828,828,817
97,0,1,1,1,0,1,1171,882,880,893,894,881
98,0,0,1,1,0,1,1158,918,919,930,931,919
99,0,0,1,1,0,0,1153,877,875,889,889,878
100,0,0,1,1,0,1,1176,884,885,896,897,884
101,0,0,1,0,0,1,1193,800,799,811,811,801
102,0,0,1,0,0,1,1138,854,855,866,867,854
103,0,0,1,0,0,0,1278,882,881,894,894,881
104,0,0,1,0,0,0,1150,790,791,803,803,791
105,0,0,0,0,0,2,1171,841,842,854,853,842
106,0,0,0,0,0,2,1144,843,843,855,856,844
107,0,0,0,0,0,0,1117,828,829,841,841,829
108,0,0,0,0,0,0,1155,829,827,842,840,829
109,0,0,0,0,0,1,1129,831,832,844,843,832
110,0,0,0,0,0,2,1147,835,835,847,847,835
111,0,0,0,0,0,1,1147,833,833,845,845,834
112,0,0,0,0,0,1,1111,852,853,865,865,853
113,0,0,0,0,0,0,1162,821,822,834,834,822
114,0,0,0,0,0,1,1209,854,852,867,859,855
115,0,0,0,0,0,1,1178,831,832,844,843,832
116,0,0,0,0,0,0,1147,810,810,821,823,810
117,0,0,0,0,0,1,1191,805,805,813,817,804
118,0,0,0,0,0,0,1183,850,851,863,863,850
119,0,0,0,0,0,0,1146,853,854,863,865,853
120,0,0,0,0,0,0,1185,817,818,830,828,817
121,0,0,0,0,0,1,1175,816,816,828,828,817
122,0,0,0,0,0,1,1115,793,793,806,805,794
123,0,0,0,0,0,1,1112,873,872,886,884,873
124,0,0,0,0,0,0,1133,830,831,841,843,829
125,0,0,0,0,0,1,1107,861,861,874,873,862
126,0,0,0,0,0,2,1186,803,804,815,815,798
127,0,0,0,0,0,0,1136,825,823,837,835,825
128,0,0,0,0,0,2,1117,834,835,847,847,835
129,0,0,0,0,0,0,1153,847,846,858,860,848
130,0,0,0,0,0,0,1197,798,796,811,811,799
131,0,0,0,0,0,0,1073,839,840,852,852,840
132,0,0,0,0,0,0,1195,870,871,883,883,871
133,0,0,0,0,0,1,1184,822,820,833,832,821
134,0,0,0,0,0,1,1215,883,881,893,896,881
135,0,0,0,0,0,0,1165,857,856,868,869,857
136,0,0,0,0,0,1,1099,807,808,819,820,808
137,0,0,0,0,0,0,1161,815,816,824,827,816
138,0,0,0,0,0,0,1147,821,820,830,833,821
139,0,0,0,0,0,0,1106,831,832,844,844,832
140,0,0,0,0,0,2,1190,792,793,805,805,793
141,0,0,0,0,0,0,1135,835,834,848,848,836
142,0,0,0,0,0,0,1198,851,852,864,864,852
143,0,0,0,0,0,0,1122,839,840,852,852,840
144,0,0,0,0,0,0,1179,844,845,857,852,844
145,0,0,0,0,0,1,1107,870,871,883,883,871
146,0,0,0,0,0,0,1149,818,817,830,829,818
147,0,0,0,0,0,1,1096,800,798,813,813,800
148,0,0,0,0,0,1,1147,872,872,883,883,871
149,0,0,0,0,0,0,1178,866,867,879,878,867
150,0,0,0,0,0,3,1179,857,857,870,870,858
151,0,0,0,0,0,0,1047,869,870,881,881,870
152,0,0,0,0,0,0,1094,810,811,823,823,811
153,0,0,0,0,0,0,1199,864,865,877,877,865
154,0,0,0,0,0,1,1195,811,812,824,824,812
155,0,0,0,0,0,1,1164,819,820,831,832,819
156,0,0,0,0,0,2,1135,753,753,766,766,753
157,0,0,0,0,0,1,1149,795,796,808,806,796
158,0,0,0,0,0,2,1193,815,816,828,828,816
159,0,0,0,0,0,1,1155,836,837,849,849,837
160,0,0,0,0,0,1,1133,824,825,837,837,825
161,0,0,0,0,0,2,1151,864,864,876,875,864
162,0,0,0,0,0,1,1049,839,839,850,850,840
163,0,0,0,0,0,0,1148,877,878,889,889,878
164,0,0,0,0,0,0,1148,873,874,886,886,874
165,0,0,0,0,0,1,1175,813,814,826,826,814
166,0,0,0,0,0,1,1203,850,851,861,863,851
167,0,0,0,0,0,0,1161,824,822,837,837,822
168,0,0,0,0,0,1,1116,792,793,805,805,793
169,0,0,0,0,0,0,1133,833,834,846,846,834
170,0,0,0,0,0,1,1127,862,860,871,874,862
171,0,0,0,0,0,1,1120,877,878,890,890,877
172,0,0,0,0,0,0,1196,833,834,845,846,833
173,0,0,0,0,0,0,1121,844,844,857,857,845
174,0,0,0,0,0,0,1155,941,941,952,952,941
175,0,0,0,0,0,1,1143,821,821,833,833,821
176,0,0,0,0,0,0,1169,894,894,907,907,895
177,0,0,0,0,0,1,1184,859,860,872,869,860
178,0,0,0,0,0,0,1169,861,861,869,872,858
179,0,0,0,0,0,3,1184,825,824,838,835,826
180,0,0,0,0,0,1,1237,852,850,865,865,853
181,0,0,0,0,0,1,1074,823,824,835,835,824
182,0,0,0,0,0,1,1204,806,807,819,819,807
183,0,0,0,0,0,1,1148,836,837,849,849,837
184,0,0,0,0,0,0,1101,832,832,843,843,833
185,0,0,0,0,0,0,1098,802,801,809,812,801
186,0,0,0,0,0,0,1139,868,869,880,881,869
187,0,0,0,0,0,0,1165,861,862,872,872,862
188,0,0,0,0,0,0,1145,800,801,813,813,801
189,0,0,0,0,0,1,1125,831,831,844,844,832
190,0,0,0,0,0,1,1137,839,840,852,852,840
191,0,0,0,0,0,1,1177,852,852,864,865,852
192,0,0,0,0,0,2,1159,801,802,814,814,802
193,0,0,0,0,0,2,1169,825,826,838,838,826
194,0,0,0,0,0,0,1137,864,864,875,876,864
195,0,0,0,0,0,2,1094,817,814,830,830,817
196,0,0,0,0,0,0,1132,854,855,867,867,855
197,0,0,0,0,0,0,1089,868,868,881,881,869
198,0,0,0,0,0,2,1120,838,839,851,851,839
199,0,0,0,0,0,0,1185,788,789,801,801,789
200,0,0,0,0,0,0,1149,839,840,848,847,837
201,0,0,0,0,0,1,1171,837,838,844,848,838
202,0,0,0,0,0,1,1168,902,903,914,914,902
203,0,0,0,0,0,1,1208,829,830,841,841,830
204,0,0,0,0,0,1,1123,870,871,883,883,871
205,0,0,0,0,0,0,1133,800,799,811,812,801
206,0,0,0,0,0,1,1212,797,798,810,810,798
207,0,0,0,0,0,3,1135,854,852,865,864,855
208,0,0,0,0,0,1,1194,861,861,870,873,862
209,0,0,0,0,0,0,1135,796,795,808,805,796
210,0,0,0,0,0,2,1186,815,816,828,828,816
211,0,0,0,0,0,1,1173,823,821,835,836,822
212,0,0,0,0,0,0,1139,825,825,838,837,826
213,0,0,0,0,0,0,1140,800,799,812,813,801
214,0,0,0,0,0,0,1146,804,804,817,816,805
215,0,0,0,0,0,0,1148,851,852,864,864,852
216,0,0,0,0,0,0,1131,770,771,783,780,771
217,0,0,0,0,0,1,1188,790,790,801,802,790
218,0,0,0,0,0,2,1140,828,826,837,838,829
219,0,0,0,0,0,0,1164,850,851,860,863,851
220,0,0,0,0,0,1,1153,780,781,793,793,781
221,0,0,0,0,0,1,1183,837,837,849,849,838
222,0,0,0,0,0,0,1212,841,840,854,854,842
223,0,0,0,0,0,2,1145,800,801,813,813,801
224,0,0,0,0,0,2,1151,770,771,783,783,771
225,0,0,0,0,0,0,1129,895,893,908,908,896
226,0,0,0,0,0,0,1182,799,800,812,810,800
227,0,0,0,0,0,1,1182,822,823,834,834,823
228,0,0,0,0,0,0,1165,791,792,799,804,791
229,0,0,0,0,0,0,1211,811,810,823,824,812
230,0,0,0,0,0,0,1181,804,804,817,817,801
231,0,0,0,0,0,0,1159,832,831,844,842,830
232,0,0,0,0,0,0,1170,894,894,907,906,894
233,0,0,0,0,0,1,1143,855,855,868,867,856
234,0,0,0,0,0,1,1122,833,832,843,846,834
235,0,0,0,0,0,0,1217,852,851,864,865,853
236,0,0,0,0,0,2,1159,806,807,819,819,807
237,0,0,0,0,0,0,1110,785,786,797,798,785
238,0,0,0,0,0,1,1160,821,822,830,829,822
239,0,0,0,0,0,2,1203,818,819,830,830,818
240,0,0,0,0,0,2,1153,830,831,841,842,831
241,0,0,0,0,0,0,1180,819,820,832,832,820
242,0,0,0,0,0,0,1131,790,791,802,803,791
243,0,0,0,0,0,2,1169,868,868,880,880,869
244,0,0,0,0,0,0,1173,822,819,834,835,822
245,0,0,0,0,0,0,1204,842,843,854,853,842
246,0,0,0,0,0,0,1082,866,865,878,877,866
247,0,0,0,0,0,1,1141,846,846,857,858,847
248,0,0,0,0,0,2,1175,834,834,846,846,835
249,0,0,0,0,0,2,1154,809,810,822,822,810
250,0,0,0,0,0,2,1130,847,848,860,860,848
251,0,0,0,0,0,0,1144,871,870,882,882,870
252,0,0,0,0,0,0,1158,877,878,890,890,878
253,0,0,0,0,0,0,1078,824,824,831,837,821
254,0,0,0,0,0,0,1174,817,818,830,830,818
255,0,0,0,0,0,0,1144,807,807,820,818,807
256,0,0,0,0,0,2,1165,845,846,858,858,846
257,0,0,0,0,0,0,1141,815,812,828,824,816
258,0,0,0,0,0,2,1201,758,759,769,770,759
259,0,0,0,0,0,1,1200,819,813,830,832,820
260,0,0,0,0,0,1,1168,822,822,834,835,822
261,0,0,0,0,0,1,1147,834,835,847,847,835
262,0,0,0,0,0,1,1197,896,897,909,909,897
263,0,0,0,0,0,0,1147,840,840,852,852,840
264,0,0,0,0,0,0,1166,820,820,833,831,820
265,0,0,0,0,0,0,1154,847,843,860,860,848
266,0,0,0,0,0,0,1125,848,848,860,860,849
267,0,0,0,0,0,1,1135,909,908,922,922,909
268,0,0,0,0,0,0,1148,904,905,917,917,904
269,0,0,0,0,0,0,1150,861,862,874,874,862
270,0,0,0,0,0,2,1213,808,804,821,817,807
271,0,0,0,0,0,1,1141,844,845,857,857,845
272,0,0,0,0,0,1,1180,823,823,836,835,823
273,0,0,0,0,0,1,1159,820,821,832,832,821
274,0,0,0,0,0,1,1081,796,797,809,809,797
275,0,0,0,0,0,0,1155,790,790,802,803,790
276,0,0,0,0,0,1,1121,825,826,837,838,826
277,0,0,0,0,0,2,1146,878,878,890,890,876
278,0,0,0,0,0,1,1120,845,845,858,858,845
279,0,0,0,0,0,0,1110,899,899,912,912,900
280,0,0,0,0,0,0,1066,820,820,832,831,821
281,0,0,0,0,0,0,1099,887,888,900,900,888
282,0,0,0,0,0,1,1182,843,843,854,854,843
283,0,0,0,0,0,1,1090,853,854,864,866,854
284,0,0,0,0,0,0,1137,862,862,874,874,862
285,0,0,0,0,0,1,1116,833,832,846,845,834
286,0,0,0,0,0,1,1130,865,862,878,877,866
287,0,0,0,0,0,1,1150,797,797,809,809,798
288,0,0,0,0,0,1,1181,843,842,854,853,844
289,0,0,0,0,0,1,1130,852,853,865,865,853
290,0,0,0,0,0,0,1124,804,805,817,817,805
291,0,0,0,0,0,0,1146,822,823,830,829,818
292,0,0,0,0,0,0,1139,791,792,803,804,791
293,0,0,0,0,0,0,1117,831,832,844,844,832
294,0,0,0,0,0,1,1075,788,787,796,799,787
295,0,0,0,0,0,1,1168,839,840,852,852,840
296,0,0,0,0,0,1,1131,785,786,798,798,786
297,0,0,0,0,0,1,1117,817,816,828,828,816
298,0,0,0,0,0,1,1120,844,844,854,857,845
299,0,0,0,0,0,0,1090,804,805,817,814,805
300,0,0,0,0,0,1,1161,827,828,839,840,828
301,0,0,0,0,0,0,1214,863,864,875,875,863
302,0,0,0,0,0,0,1141,868,868,881,880,868
303,0,0,0,0,0,1,1161,860,861,873,873,861
304,0,0,0,0,0,1,1113,802,802,811,813,803
305,0,0,0,0,0,1,1156,821,822,834,834,822
306,0,0,0,0,0,0,1101,828,827,841,841,829
307,0,0,0,0,0,1,1141,842,841,853,853,843
308,0,0,0,0,0,0,1159,800,799,812,812,801
309,0,0,0,0,0,1,1144,824,825,835,837,825
310,0,0,0,0,0,0,1127,851,852,864,862,852
311,0,0,0,0,0,1,1101,829,829,842,842,830
312,0,0,0,0,0,1,1084,853,854,865,866,854
313,0,0,0,0,0,0,1183,832,828,845,845,833
314,0,0,0,0,0,1,1152,879,880,889,891,880
315,0,0,0,0,0,1,1151,790,791,803,803,791
316,0,0,0,0,0,0,1184,814,815,823,825,815
317,0,0,0,0,0,0,1195,858,858,871,871,859
318,0,0,0,0,0,1,1160,822,823,833,835,823
319,0,0,0,0,0,0,1144,830,831,843,843,831
320,0,0,0,0,0,0,1084,874,875,885,886,873
321,0,0,0,0,0,1,1124,816,817,829,829,817
322,0,0,0,0,0,4,1118,811,812,823,820,812
323,0,0,0,0,0,1,1188,806,806,818,819,807
324,0,0,0,0,0,0,1137,789,790,802,802,790
325,0,0,0,0,0,0,1194,833,833,846,846,832
326,0,0,0,0,0,1,1091,860,861,873,872,861
327,0,0,0,0,0,0,1174,866,865,879,878,866
328,0,0,0,0,0,2,1154,840,841,853,853,841
329,0,0,0,0,0,1,1120,843,843,856,856,844
330,0,0,0,0,0,0,1111,883,884,892,892,884
331,0,0,0,0,0,1,1128,793,794,806,806,794
332,0,0,0,0,0,1,1163,824,823,837,837,825
333,0,0,0,0,0,0,1136,869,869,882,882,870
334,0,0,0,0,0,0,1151,869,870,882,882,870
335,0,0,0,0,0,0,1118,797,797,810,809,797
336,0,0,0,0,0,0,1114,828,827,841,840,828
337,0,0,0,0,0,0,1115,800,801,813,813,801
338,0,0,0,0,0,0,1135,898,895,911,911,899
339,0,0,0,0,0,0,1168,855,856,868,867,856
340,0,0,0,0,0,1,1132,841,841,853,853,841
341,0,0,0,0,0,2,1093,820,821,833,832,821
342,0,0,0,0,0,1,1183,800,800,813,813,801
343,0,0,0,0,0,1,1115,811,812,824,824,812
344,0,0,0,0,0,1,1184,815,816,828,828,816
345,0,0,0,0,0,0,1175,822,823,835,835,823
346,0,0,0,0,0,0,1110,844,844,856,854,845
347,0,0,0,0,0,3,1160,843,843,856,855,843
348,0,0,0,0,0,0,1136,828,829,841,841,829
349,0,0,0,0,0,2,1137,805,806,818,818,806
350,0,0,0,0,0,0,1172,828,828,841,840,829
351,0,0,0,0,0,0,1191,791,792,803,804,792
352,0,0,0,0,0,1,1182,824,825,837,837,825
353,0,0,0,0,0,1,1133,833,832,846,846,834
354,0,0,0,0,0,1,1188,827,828,840,840,828
355,0,0,0,0,0,0,1215,792,793,805,805,793
356,0,0,0,0,0,0,1132,794,793,806,805,794
357,0,0,0,0,0,2,1116,851,852,864,864,852
358,0,0,0,0,0,0,1152,818,818,831,831,819
359,0,0,0,0,0,0,1115,806,807,819,819,807
360,0,0,0,0,0,1,1099,835,831,848,848,836
361,0,0,0,0,0,0,1135,849,847,862,861,850
362,0,0,0,0,0,0,1186,855,854,867,867,855
363,0,0,0,0,0,1,1149,814,815,827,826,814
364,0,0,0,0,0,3,1130,849,847,860,859,847
