,E,I_sym,I_asym,ICU,Daily_infected,Reinfection,Sequela 1,Sequela 2,Sequela 3,Sequela 4,Sequela 5,Sequela 6
138,0,0,0,0,0,0,1139,852,853,865,865,853
139,0,0,0,0,0,1,1187,850,847,859,860,851
140,0,0,0,0,0,2,1166,847,847,858,859,847
141,0,0,0,0,0,1,1101,844,845,854,854,845
142,0,0,0,0,0,1,1170,807,808,820,820,808
143,0,0,0,0,0,1,1113,842,843,855,855,843
144,0,0,0,0,0,0,1128,821,821,833,833,821
145,0,0,0,0,0,0,1190,820,820,832,832,821
146,0,0,0,0,0,2,1197,822,821,835,835,823
147,0,0,0,0,0,0,1105,844,845,857,857,845
148,0,0,0,0,0,1,1135,804,799,817,817,804
149,0,0,0,0,0,0,1161,848,848,858,860,848
150,0,0,0,0,0,0,1156,873,873,885,886,874
151,0,0,0,0,0,0,1197,829,829,841,840,830
152,0,0,0,0,0,2,1123,848,848,860,860,848
153,0,0,0,0,0,2,1222,811,810,823,824,812
154,0,0,0,0,0,3,1165,849,849,862,860,850
155,0,0,0,0,0,1,1114,818,819,830,831,819
156,0,0,0,0,0,0,1111,817,818,830,830,818
157,0,0,0,0,0,2,1244,881,882,894,894,882
158,0,0,0,0,0,1,1192,891,892,904,904,892
159,0,0,0,0,0,2,1208,840,841,851,853,841
160,0,0,0,0,0,0,1164,810,811,823,823,811
161,0,0,0,0,0,0,1148,841,841,853,853,841
162,0,0,0,0,0,1,1145,825,826,837,838,826
163,0,0,0,0,0,0,1092,810,810,823,822,811
164,0,0,0,0,0,0,1101,835,836,848,848,836
165,0,0,0,0,0,0,1118,846,847,859,859,847
166,0,0,0,0,0,1,1188,834,835,847,847,835
167,0,0,0,0,0,0,1157,808,809,821,821,809
168,0,0,0,0,0,1,1140,868,867,881,881,869
169,0,0,0,0,0,0,1178,821,822,834,834,822
170,0,0,0,0,0,2,1064,871,872,883,883,871
171,0,0,0,0,0,1,1130,855,856,868,868,856
172,0,0,0,0,0,1,1161,806,807,819,819,807
173,0,0,0,0,0,1,1175,816,815,828,827,817
174,0,0,0,0,0,1,1127,842,841,853,853,843
175,0,0,0,0,0,0,1145,822,823,835,835,823
176,0,0,0,0,0,1,1148,863,864,876,876,864
177,0,0,0,0,0,0,1132,803,803,814,814,803
178,0,0,0,0,0,2,1188,831,831,841,839,832
179,0,0,0,0,0,0,1197,834,835,847,847,835
180,0,0,0,0,0,0,1184,786,787,799,799,787
181,0,0,0,0,0,0,1124,830,830,843,842,830
182,0,0,0,0,0,1,1142,867,866,879,878,868
183,0,0,0,0,0,1,1144,805,806,817,815,805
184,0,0,0,0,0,0,1132,861,862,874,874,861
185,0,0,0,0,0,0,1159,876,877,889,888,877
186,0,0,0,0,0,2,1124,812,813,825,825,813
187,0,0,0,0,0,1,1113,789,790,800,802,790
188,0,0,0,0,0,1,1132,827,828,840,840,828
189,0,0,0,0,0,1,1167,832,833,845,845,833
190,0,0,0,0,0,0,1108,869,869,882,882,870
191,0,0,0,0,0,0,1184,864,865,877,877,865
192,0,0,0,0,0,0,1166,876,875,889,887,875
193,0,0,0,0,0,1,1213,799,797,810,811,800
194,0,0,0,0,0,1,1114,879,880,892,888,880
195,0,0,0,0,0,2,1156,769,769,782,781,770
196,0,0,0,0,0,1,1154,789,790,802,802,790
197,0,0,0,0,0,0,1155,875,875,888,887,876
198,0,0,0,0,0,0,1186,854,855,866,866,855
199,0,0,0,0,0,2,1143,836,836,849,848,837
200,0,0,0,0,0,1,1097,848,849,861,861,849
201,0,0,0,0,0,1,1137,818,816,831,831,819
202,0,0,0,0,0,1,1158,824,825,836,837,825
203,0,0,0,0,0,0,1163,819,816,832,829,820
204,0,0,0,0,0,1,1149,802,803,815,815,803
205,0,0,0,0,0,1,1136,872,873,883,884,873
206,0,0,0,0,0,0,1148,829,824,842,842,827
207,0,0,0,0,0,1,1197,849,850,861,862,850
208,0,0,0,0,0,0,1113,821,819,834,833,821
209,0,0,0,0,0,0,1142,871,872,884,884,872
210,0,0,0,0,0,1,1150,863,862,873,876,864
211,0,0,0,0,0,1,1127,824,825,837,836,825
212,0,0,0,0,0,0,1119,838,839,851,851,839
213,0,0,0,0,0,1,1209,840,841,853,852,840
214,0,0,0,0,0,1,1150,789,790,802,802,790
215,0,0,0,0,0,0,1168,792,793,805,805,793
216,0,0,0,0,0,0,1116,853,853,864,865,854
217,0,0,0,0,0,1,1105,831,832,843,843,831
218,0,0,0,0,0,0,1107,851,852,864,864,852
219,0,0,0,0,0,0,1095,804,805,817,817,805
220,0,0,0,0,0,1,1111,837,838,850,848,836
221,0,0,0,0,0,0,1144,854,855,863,863,854
222,0,0,0,0,0,0,1126,857,858,870,868,857
223,0,0,0,0,0,1,1192,795,791,808,807,792
224,0,0,0,0,0,1,1160,803,804,816,816,804
225,0,0,0,0,0,0,1148,835,836,848,847,836
226,0,0,0,0,0,1,1187,822,823,835,835,823
227,0,0,0,0,0,1,1157,843,843,856,855,843
228,0,0,0,0,0,1,1187,873,870,886,884,874
229,0,0,0,0,0,2,1168,813,812,825,825,813
230,0,0,0,0,0,1,1151,873,873,885,886,874
231,0,0,0,0,0,2,1160,861,862,872,873,861
232,0,0,0,0,0,1,1177,845,842,858,858,846
233,0,0,0,0,0,1,1189,829,830,842,842,830
234,0,0,0,0,0,1,1129,834,835,846,846,835
235,0,0,0,0,0,0,1167,826,826,838,839,827
236,0,0,0,0,0,2,1162,826,825,839,839,827
237,0,0,0,0,0,1,1216,823,818,830,836,824
238,0,0,0,0,0,0,1183,797,797,810,810,798
239,0,0,0,0,0,0,1155,883,884,893,896,882
240,0,0,0,0,0,0,1180,853,852,864,862,852
241,0,0,0,0,0,1,1050,819,820,832,832,820
242,0,0,0,0,0,1,1128,778,779,791,791,779
243,0,0,0,0,0,0,1110,850,851,863,863,850
244,0,0,0,0,0,4,1151,806,806,818,818,807
245,0,0,0,0,0,0,1129,867,867,879,878,867
246,0,0,0,0,0,0,1130,831,832,844,844,832
247,0,0,0,0,0,1,1182,794,795,807,807,795
248,0,0,0,0,0,2,1141,878,877,891,889,878
249,0,0,0,0,0,0,1151,795,796,808,808,796
250,0,0,0,0,0,0,1156,794,793,802,807,795
251,0,0,0,0,0,3,1116,848,848,860,861,847
252,0,0,0,0,0,1,1140,812,813,824,823,812
253,0,0,0,0,0,1,1120,847,846,858,858,846
254,0,0,0,0,0,0,1190,825,826,838,838,826
255,0,0,0,0,0,0,1123,831,831,839,842,832
256,0,0,0,0,0,1,1153,879,880,891,891,880
257,0,0,0,0,0,1,1146,833,833,843,843,834
258,0,0,0,0,0,1,1135,820,821,833,833,821
259,0,0,0,0,0,0,1080,801,802,814,814,802
260,0,0,0,0,0,0,1150,771,769,782,784,770
261,0,0,0,0,0,0,1173,843,844,856,856,844
262,0,0,0,0,0,1,1205,833,834,846,846,834
263,0,0,0,0,0,0,1108,808,808,821,820,808
264,0,0,0,0,0,0,1138,846,846,858,859,846
265,0,0,0,0,0,1,1139,812,813,825,825,813
266,0,0,0,0,0,0,1162,803,803,815,815,803
267,0,0,0,0,0,1,1108,826,827,839,839,827
268,0,0,0,0,0,1,1155,775,773,788,788,776
269,0,0,0,0,0,0,1167,799,800,811,812,800
270,0,0,0,0,0,0,1170,814,815,826,826,814
271,0,0,0,0,0,0,1173,832,830,844,845,833
272,0,0,0,0,0,0,1148,790,791,802,803,791
273,0,0,0,0,0,0,1151,843,844,856,856,844
274,0,0,0,0,0,0,1130,832,832,845,845,833
275,0,0,0,0,0,2,1169,826,825,838,838,827
276,0,0,0,0,0,0,1151,836,837,849,849,837
277,0,0,0,0,0,2,1135,809,810,822,822,810
278,0,0,0,0,0,0,1083,836,837,844,847,837
279,0,0,0,0,0,1,1152,825,825,837,836,826
280,0,0,0,0,0,1,1170,819,820,830,830,820
281,0,0,0,0,0,0,1114,812,813,825,825,813
282,0,0,0,0,0,0,1202,850,850,863,862,850
283,0,0,0,0,0,2,1140,812,810,825,825,813
284,0,0,0,0,0,2,1188,832,832,845,844,833
285,0,0,0,0,0,0,1192,872,871,884,883,870
286,0,0,0,0,0,2,1141,854,851,863,863,854
287,0,0,0,0,0,3,1188,862,863,875,875,863
288,0,0,0,0,0,1,1185,816,816,827,829,817
289,0,0,0,0,0,1,1108,811,812,821,824,809
290,0,0,0,0,0,0,1177,815,814,826,827,815
291,0,0,0,0,0,0,1125,831,831,844,843,832
292,0,0,0,0,0,1,1132,780,779,791,792,780
293,0,0,0,0,0,0,1123,845,844,856,857,845
294,0,0,0,0,0,3,1157,747,748,760,760,746
295,0,0,0,0,0,0,1141,857,855,870,870,856
296,0,0,0,0,0,0,1123,837,838,849,849,836
297,0,0,0,0,0,2,1185,789,789,802,802,790
298,0,0,0,0,0,3,1151,806,806,819,819,807
299,0,0,0,0,0,0,1091,859,860,872,872,860
300,0,0,0,0,0,0,1142,837,835,849,848,838
301,0,0,0,0,0,1,1137,769,770,782,782,768
302,0,0,0,0,0,0,1086,856,851,863,869,855
303,0,0,0,0,0,1,1098,860,861,872,872,860
304,0,0,0,0,0,1,1142,782,783,792,794,783
305,0,0,0,0,0,0,1178,829,828,842,842,830
306,0,0,0,0,0,2,1159,802,802,814,814,803
307,0,0,0,0,0,1,1109,816,817,826,829,817
308,0,0,0,0,0,1,1218,818,819,831,831,819
309,0,0,0,0,0,1,1175,827,828,839,839,828
310,0,0,0,0,0,1,1041,808,809,821,821,809
311,0,0,0,0,0,1,1151,777,777,790,790,778
312,0,0,0,0,0,1,1118,768,769,780,780,769
313,0,0,0,0,0,0,1127,827,827,840,840,828
314,0,0,0,0,0,2,1107,799,797,809,811,800
315,0,0,0,0,0,0,1117,854,854,867,866,855
316,0,0,0,0,0,1,1182,879,879,892,891,879
317,0,0,0,0,0,0,1191,828,827,841,839,827
318,0,0,0,0,0,0,1211,800,801,813,813,801
319,0,0,0,0,0,2,1092,847,848,860,860,848
320,0,0,0,0,0,0,1144,794,795,807,807,794
321,0,0,0,0,0,2,1164,863,864,876,876,864
322,0,0,0,0,0,1,1134,842,842,854,854,842
323,0,0,0,0,0,1,1165,776,777,789,789,777
324,0,0,0,0,0,1,1147,847,847,859,859,847
325,0,0,0,0,0,0,1129,881,882,893,894,881
326,0,0,0,0,0,1,1189,796,795,809,807,797
327,0,0,0,0,0,0,1134,780,781,793,793,781
328,0,0,0,0,0,0,1108,862,861,872,875,863
329,0,0,0,0,0,0,1197,850,850,860,862,850
330,0,0,0,0,0,1,1142,848,849,861,861,849
331,0,0,0,0,0,0,1106,890,889,902,902,891
332,0,0,0,0,0,1,1112,817,818,829,829,817
333,0,0,0,0,0,1,1165,818,819,828,831,819
334,0,0,0,0,0,1,1189,881,882,894,894,882
335,0,0,0,0,0,1,1089,843,843,855,856,844
336,0,0,0,0,0,0,1133,810,811,823,823,811
337,0,0,0,0,0,2,1149,801,801,814,814,802
338,0,0,0,0,0,0,1202,762,763,774,775,763
339,0,0,0,0,0,0,1114,812,813,825,825,813
340,0,0,0,0,0,0,1150,840,837,847,853,841
341,0,0,0,0,0,1,1123,836,837,849,849,837
342,0,0,0,0,0,2,1141,861,857,868,871,858
343,0,0,0,0,0,0,1097,851,852,862,862,852
344,0,0,0,0,0,0,1101,877,878,890,889,878
345,0,0,0,0,0,1,1214,780,781,793,793,780
346,0,0,0,0,0,0,1098,846,847,859,859,847
347,0,0,0,0,0,0,1128,827,828,835,840,828
348,0,0,0,0,0,0,1198,835,836,848,848,836
349,0,0,0,0,0,1,1161,774,774,786,786,774
350,0,0,0,0,0,1,1145,795,796,808,808,796
351,0,0,0,0,0,1,1129,770,771,783,782,770
352,0,0,0,0,0,0,1151,815,816,827,828,816
353,0,0,0,0,0,0,1226,837,836,849,849,837
354,0,0,0,0,0,0,1200,824,825,837,837,825
355,0,0,0,0,0,0,1200,821,822,834,834,822
356,0,0,0,0,0,1,1139,858,859,869,869,857
357,0,0,0,0,0,1,1156,843,843,855,856,843
358,0,0,0,0,0,0,1107,826,824,837,838,826
359,0,0,0,0,0,0,1122,822,822,835,835,822
360,0,0,0,0,0,1,1115,865,863,878,878,866
361,0,0,0,0,0,2,1135,774,775,784,787,775
362,0,0,0,0,0,1,1149,838,838,851,850,839
363,0,0,0,0,0,2,1104,808,809,821,821,809
364,0,0,0,0,0,0,1131,779,779,791,791,780
