,E,I_sym,I_asym,ICU,Daily_infected,Reinfection,Sequela 1,Sequela 2,Sequela 3,Sequela 4,Sequela 5,Sequela 6
44,221,1831,708,257,106,1,998,704,703,717,715,705
45,191,1597,613,240,69,0,1115,730,730,742,742,730
46,162,1404,555,218,68,1,1037,745,745,757,757,745
47,150,1265,495,201,55,1,1078,759,758,771,771,759
48,132,1116,427,188,50,0,1023,772,773,784,784,773
49,119,969,384,174,39,0,1063,775,776,788,788,776
50,95,857,344,153,39,0,1072,773,772,785,786,773
51,87,749,290,142,31,1,1080,818,819,830,830,819
52,71,642,264,126,34,0,1043,761,762,774,774,762
53,67,564,239,122,23,2,1161,786,787,798,795,787
54,56,502,211,112,23,0,1099,845,842,858,856,846
55,52,443,191,98,16,1,1102,783,783,796,796,784
56,51,395,166,87,15,1,1080,778,779,790,791,777
57,44,351,144,77,19,2,1118,790,788,803,803,790
58,39,311,123,69,13,2,1137,790,791,802,803,791
59,33,274,106,68,13,0,1114,792,793,805,805,793
60,33,240,93,62,7,0,1155,801,799,813,813,801
61,23,225,85,57,13,2,1135,801,801,811,812,801
62,26,195,75,49,5,0,1127,817,818,829,830,818
63,19,169,67,45,10,0,1185,812,812,825,825,813
64,24,157,56,36,4,2,1116,829,828,840,841,828
65,20,140,49,31,8,0,1123,830,827,842,843,830
66,18,131,46,27,6,2,1154,816,817,829,829,817
67,15,112,41,24,4,1,1141,802,803,812,814,803
68,17,94,34,21,4,0,1187,820,821,831,832,821
69,11,77,35,21,7,2,1184,856,857,869,869,857
70,10,69,29,17,4,0,1129,838,839,851,850,839
71,10,56,29,17,3,1,1093,794,794,806,805,795
72,5,55,28,15,7,1,1153,811,812,824,824,812
73,7,44,22,11,1,0,1127,833,833,845,845,832
74,5,37,21,13,2,1,1106,825,826,838,838,826
75,4,35,14,11,2,0,1209,789,790,802,799,789
76,5,29,11,11,1,0,1158,855,855,868,868,855
77,5,24,11,8,2,2,1151,810,810,823,823,811
78,3,23,10,8,2,0,1124,857,858,866,870,856
79,4,17,9,7,1,1,1088,868,869,881,881,869
80,5,15,9,6,1,0,1121,824,825,836,837,824
81,4,14,9,5,2,0,1097,845,843,858,857,846
82,3,15,9,5,1,1,1160,818,819,831,831,819
83,2,15,7,5,1,0,1164,828,829,841,841,829
84,1,12,7,5,1,0,1129,796,793,807,808,797
85,1,9,6,3,1,0,1114,830,830,843,843,831
86,2,9,3,3,0,1,1151,829,830,841,842,830
87,1,8,2,2,1,0,1079,781,782,794,794,782
88,1,7,1,2,0,0,1143,832,833,845,844,833
89,3,7,1,2,0,0,1175,822,823,834,834,822
90,3,6,1,2,1,0,1166,782,782,795,794,783
91,1,7,1,3,2,1,1173,807,808,819,820,808
92,1,7,1,1,0,0,1180,830,831,842,843,831
93,1,6,0,0,0,1,1131,817,817,829,829,817
94,2,5,0,0,0,0,1070,822,822,834,834,822
95,2,5,0,0,0,1,1074,837,838,850,850,838
96,2,5,0,0,0,0,1155,803,804,815,815,803
97,1,6,0,0,1,1,1152,847,847,858,859,847
98,1,6,0,0,0,0,1167,797,798,810,810,798
99,0,5,0,0,1,0,1105,802,803,815,814,802
100,0,4,0,0,0,1,1192,817,814,830,830,818
101,0,2,0,0,0,0,1169,786,787,798,799,787
102,0,2,0,0,0,0,1145,802,802,815,815,802
103,0,2,0,0,0,1,1173,828,826,841,838,829
104,0,2,0,0,0,1,1136,842,843,853,852,840
105,0,1,0,0,0,0,1159,792,792,803,805,793
106,0,1,0,0,0,1,1202,849,850,860,860,850
107,0,1,0,0,0,0,1167,825,825,834,837,826
108,0,1,0,0,0,2,1189,861,861,873,874,862
109,0,1,0,0,0,2,1117,835,835,847,847,835
110,0,1,0,0,0,1,1121,825,826,838,836,825
111,0,1,0,0,0,2,1193,816,813,825,822,813
112,0,1,0,0,0,1,1161,827,828,840,840,826
113,0,1,0,0,0,0,1158,784,784,796,796,785
114,0,1,0,0,0,0,1107,828,829,841,841,829
115,0,1,0,0,0,0,1124,858,858,869,870,858
116,0,1,0,0,0,3,1126,865,859,878,878,866
117,0,1,0,0,0,0,1175,843,842,852,854,842
118,0,1,0,0,0,0,1170,871,871,884,882,872
119,0,1,0,0,0,0,1167,843,842,856,856,844
120,0,1,0,0,0,1,1135,858,859,871,871,859
121,0,1,0,0,0,0,1173,860,861,873,872,861
122,0,1,0,0,0,0,1199,836,834,849,849,837
123,0,0,0,0,0,1,1188,838,839,851,851,839
124,0,0,0,0,0,1,1151,833,832,846,845,831
125,0,0,0,0,0,2,1150,837,836,850,850,838
126,0,0,0,0,0,1,1164,848,849,860,861,849
127,0,0,0,0,0,0,1138,779,780,792,792,780
128,0,0,0,0,0,2,1150,833,834,846,846,834
129,0,0,0,0,0,0,1133,830,830,842,842,831
130,0,0,0,0,0,0,1108,885,884,897,897,885
131,0,0,0,0,0,0,1176,801,802,813,814,801
132,0,0,0,0,0,0,1171,859,860,872,872,860
133,0,0,0,0,0,0,1140,832,832,843,844,832
134,0,0,0,0,0,2,1128,814,815,827,827,815
135,0,0,0,0,0,1,1113,889,890,898,901,889
136,0,0,0,0,0,0,1141,836,835,847,846,836
137,0,0,0,0,0,2,1103,816,815,828,828,817
138,0,0,0,0,0,0,1040,804,804,813,815,801
139,0,0,0,0,0,2,1144,829,828,842,842,830
140,0,0,0,0,0,1,1130,801,800,813,813,801
141,0,0,0,0,0,0,1179,828,828,841,841,828
142,0,0,0,0,0,0,1189,868,868,880,874,868
143,0,0,0,0,0,0,1134,852,852,864,864,853
144,0,0,0,0,0,0,1152,854,850,867,865,855
145,0,0,0,0,0,2,1126,812,811,825,825,811
146,0,0,0,0,0,0,1153,836,837,848,848,836
147,0,0,0,0,0,0,1130,832,832,845,845,832
148,0,0,0,0,0,0,1146,829,829,839,839,830
149,0,0,0,0,0,2,1139,795,793,807,808,796
150,0,0,0,0,0,2,1141,866,867,879,879,867
151,0,0,0,0,0,0,1092,831,832,841,844,832
152,0,0,0,0,0,0,1128,802,803,814,811,801
153,0,0,0,0,0,0,1124,884,884,897,897,885
154,0,0,0,0,0,2,1079,838,839,851,851,839
155,0,0,0,0,0,0,1115,828,829,841,841,829
156,0,0,0,0,0,1,1167,796,793,805,805,796
157,0,0,0,0,0,1,1145,840,838,850,851,839
158,0,0,0,0,0,0,1149,800,801,813,813,801
159,0,0,0,0,0,0,1196,831,832,844,844,832
160,0,0,0,0,0,1,1151,864,864,877,874,865
161,0,0,0,0,0,0,1150,792,792,805,804,792
162,0,0,0,0,0,0,1151,825,820,838,838,822
163,0,0,0,0,0,3,1116,852,852,861,863,851
164,0,0,0,0,0,1,1142,834,834,847,847,835
165,0,0,0,0,0,1,1123,819,820,832,832,820
166,0,0,0,0,0,2,1174,831,832,840,844,828
167,0,0,0,0,0,1,1083,814,810,822,824,815
168,0,0,0,0,0,1,1184,798,799,811,811,799
169,0,0,0,0,0,0,1158,795,796,807,807,795
170,0,0,0,0,0,0,1112,832,831,843,843,833
171,0,0,0,0,0,1,1123,805,804,818,818,805
172,0,0,0,0,0,2,1117,811,812,824,824,812
173,0,0,0,0,0,0,1117,840,840,852,853,840
174,0,0,0,0,0,1,1143,825,823,838,835,826
175,0,0,0,0,0,1,1149,826,827,839,839,827
176,0,0,0,0,0,2,1172,874,875,885,887,875
177,0,0,0,0,0,0,1134,792,793,805,805,793
178,0,0,0,0,0,3,1163,793,794,806,806,794
179,0,0,0,0,0,0,1101,818,819,831,831,818
180,0,0,0,0,0,2,1098,855,856,867,868,856
181,0,0,0,0,0,1,1100,833,832,845,846,833
182,0,0,0,0,0,1,1170,757,758,770,770,758
183,0,0,0,0,0,0,1176,825,825,838,837,825
184,0,0,0,0,0,1,1152,836,837,848,848,835
185,0,0,0,0,0,0,1152,783,782,796,796,784
186,0,0,0,0,0,1,1116,827,822,836,840,828
187,0,0,0,0,0,1,1105,789,790,802,802,790
188,0,0,0,0,0,3,1148,822,823,832,835,823
189,0,0,0,0,0,1,1185,822,823,835,835,823
190,0,0,0,0,0,1,1185,871,872,883,884,872
191,0,0,0,0,0,0,1073,841,842,854,854,842
192,0,0,0,0,0,0,1137,846,846,859,859,847
193,0,0,0,0,0,0,1129,818,816,830,828,816
194,0,0,0,0,0,1,1126,835,836,848,848,836
195,0,0,0,0,0,2,1131,814,814,826,826,814
196,0,0,0,0,0,0,1133,860,861,873,871,859
197,0,0,0,0,0,3,1157,828,829,841,840,826
198,0,0,0,0,0,1,1053,786,784,799,798,787
199,0,0,0,0,0,1,1134,904,903,910,914,905
200,0,0,0,0,0,0,1153,847,842,854,860,848
201,0,0,0,0,0,1,1080,833,833,845,845,833
202,0,0,0,0,0,0,1133,855,856,868,868,856
203,0,0,0,0,0,1,1126,834,835,846,846,835
204,0,0,0,0,0,1,1197,827,828,840,840,828
205,0,0,0,0,0,0,1150,856,856,868,868,856
206,0,0,0,0,0,1,1122,795,795,807,807,795
207,0,0,0,0,0,0,1159,741,741,753,753,742
208,0,0,0,0,0,1,1116,827,827,840,840,828
209,0,0,0,0,0,2,1127,787,787,799,799,787
210,0,0,0,0,0,1,1190,823,824,836,836,824
211,0,0,0,0,0,0,1165,837,838,848,850,838
212,0,0,0,0,0,1,1100,805,806,818,818,806
213,0,0,0,0,0,1,1145,850,848,863,862,850
214,0,0,0,0,0,0,1143,804,803,817,816,803
215,0,0,0,0,0,1,1133,853,853,866,866,854
216,0,0,0,0,0,2,1144,777,778,789,790,778
217,0,0,0,0,0,2,1137,822,822,834,834,823
218,0,0,0,0,0,1,1120,848,849,860,854,849
219,0,0,0,0,0,0,1188,799,800,812,812,800
220,0,0,0,0,0,0,1144,859,859,871,871,858
221,0,0,0,0,0,0,1174,865,866,878,878,866
222,0,0,0,0,0,0,1132,830,831,840,843,829
223,0,0,0,0,0,1,1107,725,726,738,738,726
224,0,0,0,0,0,3,1134,826,827,839,838,826
225,0,0,0,0,0,0,1106,810,809,817,817,810
226,0,0,0,0,0,1,1152,846,847,858,856,847
227,0,0,0,0,0,2,1144,807,806,817,819,807
228,0,0,0,0,0,0,1125,842,843,854,855,842
229,0,0,0,0,0,1,1140,805,804,815,816,804
230,0,0,0,0,0,0,1197,853,854,865,866,854
231,0,0,0,0,0,1,1138,841,841,853,853,841
232,0,0,0,0,0,2,1085,776,777,788,789,777
233,0,0,0,0,0,0,1184,771,772,784,784,771
234,0,0,0,0,0,1,1115,883,884,896,893,884
235,0,0,0,0,0,0,1137,852,853,865,865,853
236,0,0,0,0,0,1,1130,793,794,806,806,794
237,0,0,0,0,0,2,1119,824,825,837,837,825
238,0,0,0,0,0,0,1087,802,803,815,815,803
239,0,0,0,0,0,0,1153,806,807,819,819,807
240,0,0,0,0,0,0,1152,753,754,766,766,754
241,0,0,0,0,0,1,1129,822,823,835,835,823
242,0,0,0,0,0,0,1160,779,779,787,791,780
243,0,0,0,0,0,0,1145,771,772,784,784,772
244,0,0,0,0,0,2,1155,800,800,812,812,800
245,0,0,0,0,0,1,1109,820,817,829,833,820
246,0,0,0,0,0,0,1226,854,855,866,867,854
247,0,0,0,0,0,1,1135,869,869,882,882,870
248,0,0,0,0,0,0,1184,796,794,809,808,795
249,0,0,0,0,0,2,1136,846,846,859,859,847
250,0,0,0,0,0,2,1121,828,829,841,841,829
251,0,0,0,0,0,1,1159,798,799,810,811,797
252,0,0,0,0,0,0,1142,814,815,827,827,815
253,0,0,0,0,0,1,1156,791,790,799,800,788
254,0,0,0,0,0,0,1166,817,817,829,829,817
255,0,0,0,0,0,1,1039,818,814,826,828,816
256,0,0,0,0,0,1,1158,841,837,854,854,841
257,0,0,0,0,0,2,1171,853,852,864,863,853
258,0,0,0,0,0,1,1188,813,814,825,826,813
259,0,0,0,0,0,2,1165,885,886,897,898,886
260,0,0,0,0,0,2,1140,817,817,828,828,818
261,0,0,0,0,0,0,1105,827,828,839,838,828
262,0,0,0,0,0,0,1144,823,824,836,836,824
263,0,0,0,0,0,1,1078,838,839,851,851,839
264,0,0,0,0,0,1,1186,864,865,877,877,864
265,0,0,0,0,0,1,1127,814,815,825,827,814
266,0,0,0,0,0,1,1182,836,837,849,849,837
267,0,0,0,0,0,0,1112,850,849,861,862,850
268,0,0,0,0,0,0,1122,789,785,802,802,788
269,0,0,0,0,0,2,1153,839,837,849,852,840
270,0,0,0,0,0,1,1072,794,794,806,806,795
271,0,0,0,0,0,1,1155,856,857,869,869,857
272,0,0,0,0,0,3,1160,795,795,806,806,796
273,0,0,0,0,0,1,1153,832,831,845,844,832
274,0,0,0,0,0,1,1142,824,825,837,836,825
275,0,0,0,0,0,0,1117,833,832,844,845,833
276,0,0,0,0,0,1,1177,820,820,832,832,820
277,0,0,0,0,0,2,1111,836,833,849,849,836
278,0,0,0,0,0,1,1116,806,807,818,818,807
279,0,0,0,0,0,1,1129,830,831,843,841,831
280,0,0,0,0,0,1,1086,812,813,825,825,813
281,0,0,0,0,0,0,1170,849,850,862,862,850
282,0,0,0,0,0,2,1157,851,852,861,864,852
283,0,0,0,0,0,2,1197,822,823,835,835,823
284,0,0,0,0,0,0,1151,840,840,852,853,840
285,0,0,0,0,0,0,1105,818,819,831,831,819
286,0,0,0,0,0,1,1113,792,793,805,805,793
287,0,0,0,0,0,0,1101,845,846,857,858,846
288,0,0,0,0,0,0,1142,800,801,813,810,801
289,0,0,0,0,0,0,1181,789,789,801,802,790
290,0,0,0,0,0,0,1066,836,837,849,849,837
291,0,0,0,0,0,1,1139,849,847,862,862,850
292,0,0,0,0,0,1,1134,817,818,826,826,818
293,0,0,0,0,0,0,1229,784,782,795,797,785
294,0,0,0,0,0,0,1122,843,841,854,856,844
295,0,0,0,0,0,3,1211,859,860,872,869,860
296,0,0,0,0,0,2,1113,808,806,821,821,809
297,0,0,0,0,0,0,1143,875,876,888,888,876
298,0,0,0,0,0,1,1088,795,796,808,808,796
299,0,0,0,0,0,1,1192,778,776,788,790,777
300,0,0,0,0,0,1,1079,835,835,844,847,835
301,0,0,0,0,0,1,1169,821,822,833,832,822
302,0,0,0,0,0,0,1151,874,873,887,887,875
303,0,0,0,0,0,0,1209,785,786,795,798,786
304,0,0,0,0,0,1,1144,823,813,832,833,821
305,0,0,0,0,0,0,1162,808,809,821,821,809
306,0,0,0,0,0,0,1171,843,844,856,856,844
307,0,0,0,0,0,2,1168,797,798,810,810,798
308,0,0,0,0,0,0,1127,826,826,838,838,827
309,0,0,0,0,0,0,1095,822,822,834,834,823
310,0,0,0,0,0,0,1196,790,791,800,803,791
311,0,0,0,0,0,0,1087,848,847,860,860,848
312,0,0,0,0,0,1,1156,855,854,864,864,854
313,0,0,0,0,0,1,1133,791,792,804,804,792
314,0,0,0,0,0,1,1120,829,830,842,842,830
315,0,0,0,0,0,0,1081,804,805,817,816,805
316,0,0,0,0,0,1,1102,826,827,839,839,827
317,0,0,0,0,0,1,1126,824,823,835,835,822
318,0,0,0,0,0,0,1195,838,835,848,851,836
319,0,0,0,0,0,0,1148,855,856,865,868,854
320,0,0,0,0,0,1,1138,830,830,843,843,831
321,0,0,0,0,0,0,1140,807,808,820,819,808
322,0,0,0,0,0,1,1149,828,829,841,841,829
323,0,0,0,0,0,0,1132,804,805,817,817,805
324,0,0,0,0,0,0,1162,828,829,841,841,829
325,0,0,0,0,0,1,1125,878,879,891,889,879
326,0,0,0,0,0,0,1131,845,844,857,857,844
327,0,0,0,0,0,0,1142,867,865,879,877,868
328,0,0,0,0,0,1,1133,815,816,828,828,816
329,0,0,0,0,0,0,1115,778,779,791,791,778
330,0,0,0,0,0,0,1175,786,786,798,799,787
331,0,0,0,0,0,1,1081,796,793,807,806,796
332,0,0,0,0,0,0,1180,816,817,828,829,817
333,0,0,0,0,0,2,1115,846,843,857,858,846
334,0,0,0,0,0,0,1144,782,783,795,795,783
335,0,0,0,0,0,0,1123,810,811,823,822,811
336,0,0,0,0,0,0,1187,810,806,823,823,811
337,0,0,0,0,0,1,1137,777,778,790,789,778
338,0,0,0,0,0,0,1124,805,806,817,817,805
339,0,0,0,0,0,0,1177,828,826,840,840,829
340,0,0,0,0,0,1,1149,780,781,793,793,781
341,0,0,0,0,0,0,1136,803,804,816,816,804
342,0,0,0,0,0,1,1167,797,797,809,810,798
343,0,0,0,0,0,1,1155,793,794,806,806,794
344,0,0,0,0,0,0,1183,797,796,810,810,797
345,0,0,0,0,0,1,1128,845,844,858,858,845
346,0,0,0,0,0,0,1114,798,799,811,811,798
347,0,0,0,0,0,0,1102,843,843,856,855,843
348,0,0,0,0,0,0,1138,764,765,776,777,764
349,0,0,0,0,0,0,1123,798,799,810,811,797
350,0,0,0,0,0,2,1114,897,898,910,909,898
351,0,0,0,0,0,1,1132,817,817,830,830,818
352,0,0,0,0,0,1,1164,891,892,904,904,892
353,0,0,0,0,0,0,1125,858,859,868,868,859
354,0,0,0,0,0,2,1087,773,774,785,786,774
355,0,0,0,0,0,0,1166,846,847,859,859,847
356,0,0,0,0,0,0,1134,805,806,818,817,806
357,0,0,0,0,0,1,1069,787,787,797,800,788
358,0,0,0,0,0,0,1113,850,850,861,863,850
359,0,0,0,0,0,0,1168,878,879,889,891,879
360,0,0,0,0,0,2,1139,840,840,852,853,841
361,0,0,0,0,0,1,1089,822,822,834,834,822
362,0,0,0,0,0,0,1100,817,817,830,830,817
363,0,0,0,0,0,1,1169,783,784,792,796,784
364,0,0,0,0,0,0,1123,808,809,821,821,809
