,E,I_sym,I_asym,ICU,Daily_infected,Reinfection,Sequela 1,Sequela 2,Sequela 3,Sequela 4,Sequela 5,Sequela 6
0,8,2,5,0,1,0,0,0,0,0,0,0
1,8,4,3,0,2,0,0,0,0,0,0,0
2,13,4,4,0,1,0,0,0,0,0,13,1
3,14,9,3,0,6,0,0,0,0,0,0,0
4,24,9,4,0,4,0,0,0,1,0,13,1
5,43,8,6,0,5,0,1,0,0,13,13,0
6,45,20,9,0,17,0,1,0,0,0,0,0
7,75,30,14,0,15,0,1,0,1,0,0,1
8,117,49,18,0,29,0,0,0,1,0,13,1
9,201,72,29,0,42,0,1,0,0,0,13,1
10,329,97,43,1,57,0,0,1,2,0,14,2
11,523,158,59,1,100,0,3,2,1,15,13,3
12,768,277,108,1,196,0,3,4,3,0,14,4
13,1285,420,145,3,242,0,4,5,6,14,13,1
14,1863,697,228,8,418,0,2,6,5,17,17,5
15,2783,1071,331,16,620,0,11,6,7,19,19,7
16,3811,1574,519,23,893,0,13,5,6,16,18,6
17,4100,2238,770,31,1212,0,21,17,17,29,28,17
18,4581,2892,995,40,1330,0,27,18,18,30,30,18
19,5000,3610,1266,62,1581,0,54,35,36,48,48,36
20,5671,4290,1470,90,1604,0,61,63,63,76,76,64
21,6070,4914,1793,122,1830,1,89,69,70,77,82,68
22,6288,5699,2078,144,2027,0,124,77,78,90,90,78
23,6180,6263,2280,177,1990,0,141,110,111,121,123,111
24,5883,6864,2462,222,2009,0,196,124,123,137,137,123
25,5678,7186,2632,272,1885,0,237,164,165,177,177,165
26,5297,7529,2778,310,1854,0,276,243,243,254,255,243
27,4720,7723,2866,332,1803,0,357,244,244,257,256,244
28,4247,7668,2849,357,1505,1,368,282,282,295,295,283
29,3424,7589,2751,400,1415,0,471,330,330,342,342,330
30,2885,7272,2637,442,1087,0,523,359,360,371,372,360
31,2398,6878,2492,424,901,0,536,381,382,394,394,382
32,1979,6455,2351,431,806,1,614,424,424,436,437,425
33,1608,5946,2134,429,658,0,691,486,486,497,498,486
34,1295,5434,1950,434,524,1,722,562,560,572,574,563
35,1056,4922,1820,406,427,0,781,516,514,526,527,517
36,859,4462,1673,395,331,1,829,592,593,605,605,593
37,708,3990,1503,374,293,1,847,648,647,660,660,649
38,582,3562,1365,369,229,1,872,618,619,631,631,619
39,486,3193,1239,364,177,0,894,659,660,671,672,660
40,388,2850,1100,358,160,1,902,618,617,631,624,618
41,327,2494,983,339,120,0,899,648,649,661,661,649
42,285,2195,880,326,93,0,982,694,694,707,707,695
43,215,1930,790,308,102,1,958,696,692,709,706,697
44,177,1672,724,277,70,1,1020,772,773,783,785,773
45,137,1467,644,260,63,2,1031,707,708,720,720,708
46,116,1288,553,234,47,0,1025,780,780,790,792,779
47,103,1140,480,221,38,0,1077,768,769,781,781,769
48,94,1001,431,189,28,0,1077,736,737,749,749,737
49,80,882,378,163,31,2,1049,727,727,739,739,727
50,71,767,336,151,26,0,1057,773,774,784,784,774
51,60,666,306,145,25,0,1098,789,790,802,801,790
52,57,588,268,128,18,0,1081,731,731,743,742,732
53,48,522,242,116,21,0,1091,821,822,826,832,822
54,38,465,213,105,19,1,1113,848,847,861,861,849
55,30,410,192,95,16,0,1078,818,819,830,831,818
56,22,356,179,80,16,0,1087,781,782,792,794,782
57,14,316,157,70,12,1,1167,790,790,803,802,790
58,13,275,134,62,6,0,1142,764,765,777,777,765
59,11,241,114,58,5,2,1126,798,799,808,811,799
60,13,212,98,57,0,0,1154,832,833,845,845,833
61,12,185,87,54,7,0,1073,811,812,822,824,810
62,14,165,79,49,5,2,1120,816,816,828,829,816
63,12,150,70,43,6,1,1118,807,805,819,819,807
64,12,126,58,36,4,1,1123,794,795,806,802,792
65,11,113,56,30,4,0,1106,841,839,854,853,840
66,12,97,45,28,3,0,1067,854,855,867,867,855
67,10,81,37,25,4,0,1141,781,782,793,791,780
68,7,72,34,23,5,1,1123,837,838,847,842,838
69,8,64,31,21,0,1,1186,813,813,826,826,814
70,6,61,24,16,2,1,1156,837,836,849,850,836
71,6,49,21,17,3,0,1189,832,831,845,845,833
72,5,43,18,14,1,0,1133,802,803,815,815,803
73,4,41,17,13,2,2,1207,821,822,834,834,822
74,6,35,14,10,2,0,1116,749,749,761,761,749
75,4,30,12,9,2,2,1155,848,848,861,861,848
76,4,25,12,9,1,1,1171,785,784,794,794,782
77,4,22,10,9,0,0,1098,822,823,833,835,822
78,2,20,10,7,3,0,1138,824,825,837,837,825
79,2,17,8,7,0,0,1161,748,748,761,761,749
80,3,16,8,6,0,0,1146,810,809,822,821,810
81,4,16,7,5,0,0,1168,804,805,817,817,805
82,3,15,4,5,1,0,1092,793,794,806,805,794
83,1,13,4,5,2,0,1197,851,852,864,864,852
84,1,14,4,5,1,1,1146,786,786,798,798,786
85,1,11,4,4,0,2,1100,812,813,824,824,811
86,1,11,4,3,0,2,1101,864,864,877,876,864
87,2,7,4,2,0,0,1142,851,852,863,863,852
88,1,7,4,1,1,1,1131,812,811,824,823,811
89,2,6,4,1,1,1,1143,826,827,837,839,827
90,1,5,3,1,1,2,1110,798,799,811,811,799
91,0,4,4,2,1,2,1190,855,854,867,867,854
92,0,4,3,2,0,0,1129,818,819,831,831,819
93,0,3,2,2,0,1,1151,840,841,853,852,841
94,0,2,1,2,0,0,1129,825,826,838,838,824
95,0,1,1,2,0,1,1166,807,807,818,820,808
96,0,1,1,2,0,2,1196,881,882,892,894,882
97,0,1,1,1,0,2,1106,853,854,865,864,854
98,0,1,1,1,0,0,1131,787,786,798,800,788
99,0,1,1,1,0,2,1163,786,785,799,799,785
100,0,1,0,1,0,0,1115,886,887,899,898,887
101,0,1,0,1,0,0,1110,804,805,817,816,805
102,0,0,0,2,0,0,1104,788,787,801,801,789
103,0,0,0,2,0,1,1136,845,846,856,858,845
104,0,0,0,2,0,1,1102,826,824,839,837,827
105,0,0,0,2,0,2,1104,875,875,887,888,875
106,0,0,0,1,0,0,1143,815,814,826,828,816
107,0,0,0,0,0,1,1122,852,853,865,864,853
108,0,0,0,0,0,1,1150,881,882,894,894,882
109,0,0,0,0,0,0,1183,794,795,807,807,795
110,0,0,0,0,0,0,1120,791,792,804,802,792
111,0,0,0,0,0,0,1144,847,847,859,859,847
112,0,0,0,0,0,1,1060,841,841,853,853,841
113,0,0,0,0,0,1,1162,835,836,846,847,835
114,0,0,0,0,0,0,1154,808,809,821,821,809
115,0,0,0,0,0,0,1111,853,854,866,866,854
116,0,0,0,0,0,0,1149,839,839,851,852,840
117,0,0,0,0,0,0,1118,837,838,848,850,838
118,0,0,0,0,0,0,1179,823,824,834,834,822
119,0,0,0,0,0,1,1114,790,791,803,803,791
120,0,0,0,0,0,1,1103,785,785,796,798,785
121,0,0,0,0,0,1,1123,812,812,824,825,809
122,0,0,0,0,0,0,1149,822,818,834,833,823
123,0,0,0,0,0,0,1125,806,807,819,819,807
124,0,0,0,0,0,1,1072,805,805,818,818,806
125,0,0,0,0,0,1,1117,783,783,794,795,784
126,0,0,0,0,0,4,1193,836,837,848,848,837
127,0,0,0,0,0,2,1108,836,837,849,849,837
128,0,0,0,0,0,1,1185,818,819,828,830,818
129,0,0,0,0,0,3,1144,808,808,821,820,808
130,0,0,0,0,0,0,1129,826,826,839,838,826
131,0,0,0,0,0,1,1138,847,845,858,860,848
132,0,0,0,0,0,0,1132,848,849,861,860,849
133,0,0,0,0,0,2,1162,815,816,826,828,816
134,0,0,0,0,0,0,1103,847,847,860,859,847
135,0,0,0,0,0,0,1140,856,856,869,869,857
136,0,0,0,0,0,1,1145,818,817,831,831,819
137,0,0,0,0,0,1,1140,888,889,901,901,889
138,0,0,0,0,0,0,1110,812,810,825,825,812
139,0,0,0,0,0,0,1140,851,850,864,864,852
140,0,0,0,0,0,0,1119,832,832,841,844,832
141,0,0,0,0,0,0,1167,833,832,844,846,832
142,0,0,0,0,0,1,1107,810,811,823,822,810
143,0,0,0,0,0,1,1123,740,740,753,753,741
144,0,0,0,0,0,1,1144,830,831,843,843,831
145,0,0,0,0,0,0,1126,820,821,833,832,821
146,0,0,0,0,0,0,1145,789,788,800,802,790
147,0,0,0,0,0,1,1088,817,818,829,830,817
148,0,0,0,0,0,1,1069,801,802,812,813,800
149,0,0,0,0,0,1,1146,796,797,807,809,797
150,0,0,0,0,0,2,1129,813,814,826,826,814
151,0,0,0,0,0,0,1121,830,831,843,843,831
152,0,0,0,0,0,0,1113,849,850,862,862,850
153,0,0,0,0,0,4,1110,829,830,842,842,830
154,0,0,0,0,0,0,1068,820,819,831,829,819
155,0,0,0,0,0,1,1086,835,829,844,846,832
156,0,0,0,0,0,0,1130,848,847,861,861,849
157,0,0,0,0,0,0,1114,855,856,866,868,854
158,0,0,0,0,0,1,1100,858,859,871,871,859
159,0,0,0,0,0,1,1111,829,830,842,839,830
160,0,0,0,0,0,1,1178,802,803,815,815,803
161,0,0,0,0,0,0,1110,814,815,827,827,815
162,0,0,0,0,0,2,1115,783,784,796,796,784
163,0,0,0,0,0,0,1121,782,781,793,793,780
164,0,0,0,0,0,0,1068,847,848,860,860,848
165,0,0,0,0,0,0,1099,814,813,827,827,814
166,0,0,0,0,0,1,1126,852,851,863,865,853
167,0,0,0,0,0,0,1178,887,888,900,900,888
168,0,0,0,0,0,1,1130,842,841,854,853,840
169,0,0,0,0,0,0,1150,787,788,794,800,788
170,0,0,0,0,0,2,1129,832,833,844,845,833
171,0,0,0,0,0,0,1156,826,827,839,838,827
172,0,0,0,0,0,1,1107,836,836,848,848,836
173,0,0,0,0,0,1,1082,815,816,828,828,816
174,0,0,0,0,0,1,1189,795,796,808,806,796
175,0,0,0,0,0,3,1138,828,829,841,841,829
176,0,0,0,0,0,1,1149,816,813,828,829,816
177,0,0,0,0,0,0,1091,825,826,838,837,826
178,0,0,0,0,0,1,1077,831,831,842,843,830
179,0,0,0,0,0,1,1090,864,863,877,877,865
180,0,0,0,0,0,1,1161,817,814,830,830,816
181,0,0,0,0,0,0,1108,819,820,832,832,820
182,0,0,0,0,0,0,1090,806,801,813,817,805
183,0,0,0,0,0,0,1115,839,840,852,852,840
184,0,0,0,0,0,1,1150,798,799,810,811,797
185,0,0,0,0,0,0,1180,798,797,809,810,796
186,0,0,0,0,0,0,1159,847,848,855,860,848
187,0,0,0,0,0,0,1167,894,894,906,907,894
188,0,0,0,0,0,0,1139,806,807,819,819,807
189,0,0,0,0,0,2,1142,823,824,836,834,824
190,0,0,0,0,0,1,1110,790,791,803,803,791
191,0,0,0,0,0,0,1174,818,818,825,829,818
192,0,0,0,0,0,3,1155,760,757,773,773,758
193,0,0,0,0,0,1,1054,868,868,881,880,869
194,0,0,0,0,0,0,1140,840,841,853,853,841
195,0,0,0,0,0,0,1144,775,773,788,788,776
196,0,0,0,0,0,0,1156,796,797,809,809,796
197,0,0,0,0,0,1,1217,796,797,807,808,796
198,0,0,0,0,0,0,1204,816,816,829,829,817
199,0,0,0,0,0,0,1103,851,851,863,864,851
200,0,0,0,0,0,2,1174,866,866,875,879,867
201,0,0,0,0,0,1,1142,800,800,813,812,798
202,0,0,0,0,0,0,1115,827,827,839,840,826
203,0,0,0,0,0,0,1164,838,839,851,851,838
204,0,0,0,0,0,1,1125,809,810,822,822,810
205,0,0,0,0,0,1,1103,801,801,813,814,802
206,0,0,0,0,0,0,1164,830,827,840,840,828
207,0,0,0,0,0,1,1131,816,817,826,829,817
208,0,0,0,0,0,0,1090,843,844,855,855,844
209,0,0,0,0,0,0,1164,810,808,823,823,811
210,0,0,0,0,0,2,1144,789,789,800,802,790
211,0,0,0,0,0,0,1101,802,802,812,813,803
212,0,0,0,0,0,0,1104,793,792,805,805,792
213,0,0,0,0,0,0,1138,794,794,806,807,795
214,0,0,0,0,0,1,1111,752,752,764,765,753
215,0,0,0,0,0,0,1133,776,776,788,789,777
216,0,0,0,0,0,0,1157,804,805,817,817,805
217,0,0,0,0,0,1,1167,852,850,864,865,853
218,0,0,0,0,0,1,1175,877,878,890,889,878
219,0,0,0,0,0,0,1080,850,850,863,862,851
220,0,0,0,0,0,1,1097,776,777,789,789,777
221,0,0,0,0,0,0,1155,832,832,845,845,833
222,0,0,0,0,0,0,1148,838,838,850,850,839
223,0,0,0,0,0,0,1126,787,788,800,800,785
224,0,0,0,0,0,0,1115,837,838,850,850,838
225,0,0,0,0,0,1,1134,821,822,834,834,822
226,0,0,0,0,0,1,1162,819,818,831,831,819
227,0,0,0,0,0,1,1132,795,796,808,808,796
228,0,0,0,0,0,2,1101,791,792,804,804,792
229,0,0,0,0,0,0,1118,775,776,787,787,776
230,0,0,0,0,0,2,1102,810,808,822,822,808
231,0,0,0,0,0,0,1144,826,827,839,839,827
232,0,0,0,0,0,2,1124,790,791,803,803,791
233,0,0,0,0,0,0,1094,857,858,868,870,858
234,0,0,0,0,0,1,1129,778,778,790,788,779
235,0,0,0,0,0,2,1133,828,829,841,839,829
236,0,0,0,0,0,0,1150,791,790,802,803,791
237,0,0,0,0,0,1,1121,839,840,852,852,840
238,0,0,0,0,0,0,1113,866,866,877,878,863
239,0,0,0,0,0,1,1133,824,824,831,836,824
240,0,0,0,0,0,2,1150,804,802,817,817,805
241,0,0,0,0,0,0,1130,833,834,846,846,834
242,0,0,0,0,0,1,1096,782,782,794,795,782
243,0,0,0,0,0,1,1138,810,807,823,823,811
244,0,0,0,0,0,0,1151,824,825,836,836,825
245,0,0,0,0,0,0,1099,839,838,852,852,840
246,0,0,0,0,0,1,1110,836,837,849,849,837
247,0,0,0,0,0,1,1207,808,809,821,821,809
248,0,0,0,0,0,2,1186,788,789,801,799,787
249,0,0,0,0,0,2,1111,808,808,820,820,809
250,0,0,0,0,0,0,1099,778,779,791,791,779
251,0,0,0,0,0,2,1120,828,829,839,841,829
252,0,0,0,0,0,1,1170,789,789,802,801,789
253,0,0,0,0,0,0,1134,834,835,847,847,835
254,0,0,0,0,0,0,1133,812,813,825,825,813
255,0,0,0,0,0,3,1106,870,871,883,881,870
256,0,0,0,0,0,1,1106,857,858,870,869,858
257,0,0,0,0,0,0,1155,775,776,787,784,776
258,0,0,0,0,0,0,1153,776,774,789,789,777
259,0,0,0,0,0,0,1122,786,783,797,798,786
260,0,0,0,0,0,1,1134,830,831,842,843,831
261,0,0,0,0,0,1,1101,866,866,876,878,866
262,0,0,0,0,0,0,1178,808,809,821,821,809
263,0,0,0,0,0,1,1093,849,849,852,862,849
264,0,0,0,0,0,2,1125,840,840,852,852,841
265,0,0,0,0,0,0,1156,820,821,833,833,821
266,0,0,0,0,0,0,1119,809,810,822,818,810
267,0,0,0,0,0,2,1131,812,813,824,825,813
268,0,0,0,0,0,0,1117,810,808,819,820,811
269,0,0,0,0,0,1,1147,857,857,869,870,858
270,0,0,0,0,0,1,1133,833,832,846,846,834
271,0,0,0,0,0,0,1163,830,830,839,843,831
272,0,0,0,0,0,1,1163,786,787,798,798,787
273,0,0,0,0,0,0,1076,857,857,870,869,857
274,0,0,0,0,0,0,1127,867,867,880,880,867
275,0,0,0,0,0,0,1123,824,824,837,836,825
276,0,0,0,0,0,1,1017,848,849,859,860,846
277,0,0,0,0,0,0,1087,834,835,847,847,835
278,0,0,0,0,0,1,1157,807,807,819,819,808
279,0,0,0,0,0,0,1104,829,829,842,842,830
280,0,0,0,0,0,1,1127,793,794,806,806,794
281,0,0,0,0,0,0,1095,774,775,787,787,775
282,0,0,0,0,0,0,1159,875,872,886,888,876
283,0,0,0,0,0,0,1127,808,809,821,821,808
284,0,0,0,0,0,1,1124,793,794,805,806,794
285,0,0,0,0,0,0,1139,831,830,843,841,830
286,0,0,0,0,0,1,1117,823,824,836,836,824
287,0,0,0,0,0,2,1130,843,844,856,856,844
288,0,0,0,0,0,0,1137,807,808,820,820,808
289,0,0,0,0,0,0,1111,822,819,831,835,823
290,0,0,0,0,0,0,1094,797,798,810,810,798
291,0,0,0,0,0,1,1151,858,859,871,871,859
292,0,0,0,0,0,4,1118,787,785,797,799,785
293,0,0,0,0,0,0,1156,822,823,835,835,823
294,0,0,0,0,0,0,1136,797,798,810,810,798
295,0,0,0,0,0,0,1123,840,838,853,852,841
296,0,0,0,0,0,1,1111,789,790,802,802,790
297,0,0,0,0,0,1,1070,834,835,847,847,835
298,0,0,0,0,0,1,1132,853,854,866,866,854
299,0,0,0,0,0,1,1143,810,811,823,823,811
300,0,0,0,0,0,0,1131,801,802,814,814,802
301,0,0,0,0,0,1,1129,814,812,824,824,813
302,0,0,0,0,0,0,1098,782,783,791,791,779
303,0,0,0,0,0,1,1108,789,789,798,801,790
304,0,0,0,0,0,0,1133,877,878,890,890,878
305,0,0,0,0,0,0,1155,772,771,785,785,771
306,0,0,0,0,0,1,1175,751,750,763,764,752
307,0,0,0,0,0,0,1163,892,891,905,904,893
308,0,0,0,0,0,2,1151,802,803,814,815,803
309,0,0,0,0,0,1,1158,801,802,814,814,802
310,0,0,0,0,0,0,1121,830,831,843,843,831
311,0,0,0,0,0,0,1131,765,766,778,777,766
312,0,0,0,0,0,1,1150,792,793,805,805,793
313,0,0,0,0,0,1,1149,821,820,828,834,819
314,0,0,0,0,0,2,1154,842,842,855,854,843
315,0,0,0,0,0,0,1158,814,812,826,826,814
316,0,0,0,0,0,1,1177,773,773,785,786,773
317,0,0,0,0,0,0,1159,770,771,783,782,771
318,0,0,0,0,0,2,1094,818,818,830,827,818
319,0,0,0,0,0,1,1167,750,749,762,762,751
320,0,0,0,0,0,0,1129,817,813,828,830,817
321,0,0,0,0,0,1,1147,833,834,846,846,834
322,0,0,0,0,0,0,1111,840,840,853,853,840
323,0,0,0,0,0,2,1103,833,834,846,846,832
324,0,0,0,0,0,0,1129,832,833,844,845,829
325,0,0,0,0,0,0,1115,797,798,810,810,798
326,0,0,0,0,0,2,1092,808,809,821,821,809
327,0,0,0,0,0,0,1146,793,793,805,805,794
328,0,0,0,0,0,0,1143,866,865,877,878,866
329,0,0,0,0,0,1,1174,821,822,834,834,822
330,0,0,0,0,0,0,1085,819,816,831,831,816
331,0,0,0,0,0,0,1129,814,813,827,827,815
332,0,0,0,0,0,1,1112,831,829,844,839,832
