,E,I_sym,I_asym,ICU,Daily_infected,Reinfection,Sequela 1,Sequela 2,Sequela 3,Sequela 4,Sequela 5,Sequela 6
45,276,1604,696,229,102,1,934,736,735,744,748,735
46,256,1432,628,205,82,0,970,684,682,696,696,684
47,226,1289,551,194,79,1,1096,755,746,766,768,756
48,201,1181,479,180,81,1,1009,733,734,743,745,734
49,188,1036,416,162,52,0,1052,769,770,782,782,770
50,171,937,371,140,55,0,1028,680,681,692,691,681
51,143,826,325,138,62,0,1093,791,790,803,803,791
52,136,732,287,128,47,0,1018,770,769,783,783,771
53,126,661,253,114,40,0,1028,753,754,766,766,753
54,116,584,225,101,42,1,1064,798,799,810,810,799
55,99,528,206,90,37,1,1031,825,826,838,838,826
56,94,487,185,76,31,0,1079,736,736,748,749,737
57,88,432,170,78,25,1,1117,796,797,809,809,797
58,82,393,155,68,31,1,1145,816,817,829,829,817
59,72,361,144,62,25,0,1047,788,789,801,801,789
60,73,326,126,57,21,1,1093,822,822,833,831,823
61,66,300,114,51,23,0,1106,805,806,815,818,806
62,65,272,103,48,16,1,1111,805,806,818,818,806
63,68,254,97,45,19,1,1074,789,790,802,800,790
64,50,230,91,40,28,1,1112,795,796,807,807,795
65,44,198,78,34,13,1,1074,805,803,815,815,803
66,31,168,73,33,19,0,1109,793,794,806,806,794
67,28,144,71,33,9,0,1083,816,811,828,827,816
68,32,128,68,31,7,1,1096,765,766,777,778,765
69,30,113,66,28,10,0,1150,822,823,835,835,823
70,29,109,63,28,10,1,1126,801,801,814,814,802
71,28,103,57,25,11,1,1155,831,832,844,844,832
72,21,93,52,22,10,0,1176,766,765,776,779,765
73,20,81,42,21,8,1,1179,800,797,811,812,799
74,22,76,37,20,4,1,1168,817,818,830,830,818
75,21,71,30,15,5,0,1160,860,861,873,871,859
76,21,65,24,14,3,1,1113,784,778,793,793,781
77,15,58,24,16,7,0,1105,849,848,861,861,847
78,13,50,23,12,4,0,1142,796,795,809,809,797
79,13,39,24,10,4,1,1096,805,806,818,818,806
80,10,30,25,9,4,1,1117,822,823,835,835,823
81,14,22,20,10,1,0,1121,808,809,821,821,809
82,12,16,19,10,3,0,1097,806,804,817,819,807
83,10,17,21,9,5,0,1124,813,813,825,826,814
84,10,14,20,8,1,3,1099,844,845,857,856,845
85,9,16,17,8,3,3,1071,820,820,832,833,821
86,11,17,16,6,4,1,1102,825,824,836,834,826
87,9,18,16,7,4,1,1069,773,774,786,786,774
88,10,20,13,7,2,0,1098,768,768,780,780,768
89,9,18,13,7,2,0,1140,817,818,829,830,818
90,7,17,13,5,4,0,1152,807,807,820,820,808
91,5,18,7,5,2,0,1163,837,837,850,849,838
92,3,16,8,4,4,1,1136,793,794,804,805,794
93,2,15,8,4,2,1,1155,830,830,843,843,831
94,1,11,6,4,1,0,1093,830,831,842,842,831
95,3,10,4,3,0,4,1195,809,808,821,821,809
96,3,9,5,3,1,0,1156,785,786,797,797,786
97,2,7,6,2,1,0,1106,800,801,812,813,801
98,4,7,4,2,0,0,1120,821,817,833,833,821
99,4,7,3,1,0,0,1089,832,833,845,843,831
100,4,5,3,1,0,1,1106,808,809,821,821,809
101,3,5,3,1,1,1,1160,855,854,866,868,856
102,2,5,3,1,1,1,1165,828,829,841,841,829
103,1,6,3,1,1,1,1129,825,826,838,838,826
104,0,6,3,1,1,1,1121,799,800,809,812,800
105,0,6,3,0,0,0,1117,777,778,790,790,778
106,1,4,2,0,0,1,1100,823,824,836,836,824
107,0,5,2,0,1,0,1139,790,790,802,803,791
108,0,3,2,0,0,0,1159,831,829,844,844,832
109,0,3,2,0,0,1,1178,827,825,838,839,827
110,0,3,2,0,0,0,1106,851,851,863,863,851
111,0,3,2,0,0,2,1125,824,825,837,837,824
112,0,3,2,0,0,1,1177,829,829,842,842,825
113,0,2,2,0,0,1,1090,835,836,848,848,836
114,0,0,2,0,0,1,1267,830,829,841,841,831
115,0,0,2,0,0,0,1147,788,789,800,800,789
116,0,0,2,0,0,2,1116,872,873,885,884,873
117,0,0,2,0,0,2,1171,838,839,851,851,839
118,0,0,2,0,0,1,1105,779,779,791,791,779
119,0,0,2,0,0,0,1152,798,798,811,811,799
120,0,0,2,0,0,1,1106,827,828,840,840,828
121,0,0,2,0,0,0,1113,882,883,893,893,882
122,0,0,2,0,0,0,1082,802,803,815,815,802
123,1,0,2,0,0,0,1102,810,811,823,823,811
124,1,0,2,0,0,1,1150,799,799,811,812,800
125,1,0,2,0,0,3,1082,854,855,867,867,855
126,0,1,2,0,1,0,1114,802,800,814,814,802
127,0,1,2,0,0,0,1156,802,801,814,815,803
128,0,1,2,0,0,0,1086,811,810,822,822,810
129,0,1,2,0,0,1,1106,819,820,832,832,820
130,0,1,2,0,0,1,1121,827,828,836,838,827
131,0,1,2,0,0,0,1179,810,809,821,822,811
132,0,0,2,0,0,3,1092,828,828,840,841,829
133,0,0,2,0,0,2,1108,808,807,817,819,809
134,0,0,2,0,0,0,1154,830,830,842,842,830
135,0,0,2,0,0,0,1181,798,798,810,810,798
136,1,0,1,0,0,0,1173,801,800,814,814,800
137,1,1,1,0,1,1,1091,806,807,819,819,807
138,2,1,1,0,0,0,1106,814,815,827,827,815
139,2,0,1,0,0,0,1076,768,767,780,778,767
140,2,0,1,0,0,0,1191,875,876,888,888,876
141,1,1,1,0,1,0,1125,837,837,850,849,838
142,2,1,1,0,0,1,1094,758,757,770,769,757
143,0,3,1,0,2,0,1150,822,823,835,835,823
144,0,3,1,0,0,1,1136,831,830,842,843,831
145,1,3,0,0,0,1,1108,824,825,837,837,825
146,1,3,0,0,0,1,1134,847,845,857,857,847
147,0,3,0,0,1,0,1130,870,870,882,883,870
148,0,3,0,0,0,0,1092,816,817,829,829,815
149,0,2,0,0,0,1,1184,780,781,792,792,781
150,1,1,0,0,0,1,1146,768,769,777,781,769
151,1,1,0,0,0,1,1110,794,794,806,806,795
152,1,1,0,0,0,0,1048,834,833,847,847,831
153,1,1,0,0,0,1,1133,777,777,790,790,775
154,1,1,0,0,0,3,1124,808,808,820,821,809
155,1,1,0,0,0,0,1066,806,803,819,819,807
156,0,2,0,0,1,1,1115,780,780,792,792,779
157,0,1,0,0,0,0,1121,776,774,789,789,777
158,0,1,0,0,0,0,1154,776,774,786,787,775
159,0,1,0,0,0,2,1122,806,803,819,818,807
160,0,1,0,0,0,0,1105,884,885,897,897,885
161,0,1,0,0,0,1,1115,774,774,786,787,774
162,0,1,0,0,0,1,1136,768,769,778,779,769
163,0,1,0,0,0,1,1117,799,800,812,812,800
164,0,0,0,0,0,0,1104,784,785,797,797,785
165,0,0,0,0,0,1,1071,827,826,840,838,828
166,0,0,0,0,0,0,1134,798,798,810,811,798
167,0,0,0,0,0,0,1154,801,802,814,813,801
168,0,0,0,0,0,0,1157,818,816,828,831,818
169,0,0,0,0,0,1,1109,843,844,856,856,844
170,0,0,0,0,0,1,1122,792,792,804,805,792
171,0,0,0,0,0,2,1166,793,794,806,806,792
172,0,0,0,0,0,1,1101,784,784,797,796,785
173,0,0,0,0,0,1,1177,754,754,766,766,754
174,0,0,0,0,0,0,1115,914,913,926,926,913
175,0,0,0,0,0,0,1124,786,785,799,799,787
176,0,0,0,0,0,1,1157,795,796,808,808,796
177,0,0,0,0,0,0,1115,815,812,828,828,816
178,0,0,0,0,0,0,1155,832,833,844,845,832
179,0,0,0,0,0,3,1177,807,805,820,820,807
180,0,0,0,0,0,1,1102,808,808,820,821,809
181,0,0,0,0,0,0,1160,813,813,824,825,813
182,0,0,0,0,0,0,1129,818,819,831,831,819
183,0,0,0,0,0,3,1158,826,827,839,839,827
184,0,0,0,0,0,1,1117,835,836,848,846,836
185,0,0,0,0,0,0,1147,814,813,826,827,813
186,0,0,0,0,0,0,1153,843,843,851,855,843
187,0,0,0,0,0,1,1141,830,831,843,843,831
188,0,0,0,0,0,1,1100,799,800,812,812,800
189,0,0,0,0,0,0,1162,807,808,815,816,807
190,0,0,0,0,0,0,1113,822,819,835,831,823
191,0,0,0,0,0,1,1096,856,853,869,866,857
192,0,0,0,0,0,0,1119,812,813,824,825,813
193,0,0,0,0,0,0,1149,815,815,827,828,816
194,0,0,0,0,0,0,1131,809,809,821,822,809
195,0,0,0,0,0,0,1115,799,799,811,812,799
196,0,0,0,0,0,1,1145,789,790,800,801,787
197,0,0,0,0,0,0,1087,808,809,821,820,809
198,0,0,0,0,0,1,1175,829,829,836,842,830
199,0,0,0,0,0,0,1089,896,896,907,906,896
200,0,0,0,0,0,1,1093,853,849,865,866,854
201,0,0,0,0,0,1,1127,814,811,826,827,814
202,0,0,0,0,0,0,1080,818,818,831,831,819
203,0,0,0,0,0,0,1094,833,831,841,845,833
204,0,0,0,0,0,0,1137,823,821,835,836,824
205,0,0,0,0,0,1,1120,820,821,833,833,821
206,0,0,0,0,0,1,1078,809,810,822,822,810
207,0,0,0,0,0,1,1159,820,821,833,833,821
208,0,0,0,0,0,0,1119,810,811,823,823,811
209,0,0,0,0,0,0,1182,749,750,762,762,750
210,0,0,0,0,0,2,1235,813,814,826,826,814
211,0,0,0,0,0,0,1047,792,791,803,805,792
212,0,0,0,0,0,0,1120,796,797,809,808,797
213,0,0,0,0,0,2,1192,828,828,840,840,828
214,0,0,0,0,0,0,1102,733,734,743,746,733
215,0,0,0,0,0,2,1048,837,838,850,850,838
216,0,0,0,0,0,0,1114,841,842,854,854,842
217,0,0,0,0,0,1,1200,801,801,814,814,802
218,0,0,0,0,0,0,1140,824,825,836,837,824
219,0,0,0,0,0,1,1122,749,750,761,761,749
220,0,0,0,0,0,3,1127,794,791,807,806,793
221,0,0,0,0,0,1,1150,844,844,853,855,841
222,0,0,0,0,0,0,1114,781,782,794,794,782
223,0,0,0,0,0,0,1122,835,836,847,848,836
224,0,0,0,0,0,0,1136,792,793,801,802,793
225,0,0,0,0,0,1,1144,832,833,844,844,832
226,0,0,0,0,0,0,1165,821,821,834,833,822
227,0,0,0,0,0,0,1118,843,844,854,856,844
228,0,0,0,0,0,0,1141,845,846,858,858,846
229,0,0,0,0,0,1,1149,789,790,802,802,790
230,0,0,0,0,0,0,1156,821,822,834,834,822
231,0,0,0,0,0,0,1106,801,802,814,814,802
232,0,0,0,0,0,0,1075,835,835,847,847,836
233,0,0,0,0,0,0,1105,808,809,821,819,806
234,0,0,0,0,0,1,1187,828,828,841,840,829
235,0,0,0,0,0,1,1119,781,782,793,794,782
236,0,0,0,0,0,1,1186,841,840,853,854,841
237,0,0,0,0,0,1,1125,787,788,799,799,787
238,0,0,0,0,0,1,1133,773,771,785,785,774
239,0,0,0,0,0,0,1129,814,815,827,827,815
240,0,0,0,0,0,2,1172,807,807,820,819,807
241,0,0,0,0,0,1,1143,789,790,801,801,789
242,0,0,0,0,0,0,1152,861,862,873,874,862
243,0,0,0,0,0,0,1102,852,852,861,861,853
244,0,0,0,0,0,0,1111,813,811,826,824,812
245,0,0,0,0,0,0,1169,779,780,788,792,780
246,0,0,0,0,0,0,1179,823,824,836,836,824
247,0,0,0,0,0,1,1079,815,816,828,828,816
248,0,0,0,0,0,0,1209,854,853,864,867,854
249,0,0,0,0,0,1,1105,808,808,821,821,808
250,0,0,0,0,0,0,1167,885,885,897,897,885
251,0,0,0,0,0,1,1068,832,833,845,845,833
252,0,0,0,0,0,0,1075,831,832,844,842,832
253,0,0,0,0,0,0,1131,805,805,817,817,805
254,0,0,0,0,0,0,1186,886,887,899,899,887
255,0,0,0,0,0,0,1100,811,811,823,824,812
256,0,0,0,0,0,0,1130,761,760,773,774,762
257,0,0,0,0,0,0,1109,812,813,825,825,813
258,0,0,0,0,0,0,1095,836,837,849,849,837
259,0,0,0,0,0,1,1109,861,861,873,873,861
260,0,0,0,0,0,0,1177,796,796,809,809,797
261,0,0,0,0,0,1,1139,864,864,875,876,864
262,0,0,0,0,0,1,1165,817,817,829,829,817
263,0,0,0,0,0,0,1139,805,806,816,818,806
264,0,0,0,0,0,1,1205,830,831,843,838,831
265,0,0,0,0,0,0,1184,817,817,830,829,818
266,0,0,0,0,0,2,1080,787,788,800,796,788
267,0,0,0,0,0,0,1170,836,836,847,847,836
268,0,0,0,0,0,1,1130,847,848,860,859,848
269,0,0,0,0,0,0,1109,808,809,821,821,809
270,0,0,0,0,0,0,1124,771,771,784,784,771
271,0,0,0,0,0,1,1104,777,777,787,788,777
272,0,0,0,0,0,0,1073,830,831,843,842,831
273,0,0,0,0,0,1,1178,834,832,846,847,833
274,0,0,0,0,0,0,1121,884,885,897,897,885
275,0,0,0,0,0,1,1121,803,801,810,813,801
276,0,0,0,0,0,0,1179,793,794,806,806,794
277,0,0,0,0,0,0,1105,848,845,860,861,848
278,0,0,0,0,0,0,1130,770,765,783,783,771
279,0,0,0,0,0,1,1081,827,826,838,838,826
280,0,0,0,0,0,2,1142,802,800,815,815,803
281,0,0,0,0,0,1,1095,819,819,831,831,819
282,0,0,0,0,0,0,1109,859,860,872,872,860
283,0,0,0,0,0,2,1126,842,843,855,855,843
284,0,0,0,0,0,0,1114,834,835,845,844,835
285,0,0,0,0,0,0,1128,831,832,842,842,831
286,0,0,0,0,0,1,1082,818,818,831,830,819
287,0,0,0,0,0,0,1151,803,803,816,816,804
288,0,0,0,0,0,0,1165,824,824,834,835,823
289,0,0,0,0,0,1,1137,886,887,897,899,887
290,0,0,0,0,0,0,1092,806,806,818,818,807
291,0,0,0,0,0,3,1178,817,817,828,828,816
292,0,0,0,0,0,0,1085,797,798,810,810,798
293,0,0,0,0,0,2,1132,810,811,823,823,811
294,0,0,0,0,0,2,1149,792,793,805,805,793
295,0,0,0,0,0,0,1141,778,779,791,791,775
296,0,0,0,0,0,3,1143,815,816,826,826,815
297,0,0,0,0,0,1,1045,776,777,789,789,777
298,0,0,0,0,0,2,1104,829,829,841,840,830
299,0,0,0,0,0,0,1147,828,829,841,841,829
300,0,0,0,0,0,1,1097,809,809,821,821,808
301,0,0,0,0,0,0,1114,813,814,826,826,814
302,0,0,0,0,0,1,1096,835,836,847,847,836
303,0,0,0,0,0,1,1076,865,865,878,878,866
304,0,0,0,0,0,0,1129,816,817,826,827,817
305,0,0,0,0,0,0,1139,876,875,888,889,875
306,0,0,0,0,0,1,1114,788,785,800,801,788
307,0,0,0,0,0,1,1083,809,810,822,822,810
308,0,0,0,0,0,1,1103,789,790,802,802,790
309,0,0,0,0,0,0,1147,809,810,822,822,808
310,0,0,0,0,0,0,1168,808,809,821,820,809
311,0,0,0,0,0,0,1129,828,828,840,841,824
312,0,0,0,0,0,0,1171,765,766,775,778,766
313,0,0,0,0,0,0,1107,831,832,844,844,832
314,0,0,0,0,0,1,1150,800,800,812,812,801
315,0,0,0,0,0,1,1098,824,825,837,837,825
316,0,0,0,0,0,0,1153,823,823,835,835,824
317,0,0,0,0,0,0,1143,825,826,835,838,824
318,0,0,0,0,0,1,1122,843,843,856,856,844
319,0,0,0,0,0,0,1086,839,840,849,850,840
320,0,0,0,0,0,0,1106,837,832,848,848,837
321,0,0,0,0,0,0,1129,827,828,840,839,828
322,0,0,0,0,0,0,1114,809,810,822,822,810
323,0,0,0,0,0,2,1093,821,822,834,834,822
324,0,0,0,0,0,1,1106,820,821,832,832,821
325,0,0,0,0,0,0,1140,827,827,840,839,828
326,0,0,0,0,0,2,1174,811,812,824,823,812
327,0,0,0,0,0,1,1089,883,884,896,896,884
328,0,0,0,0,0,0,1092,839,839,852,851,840
329,0,0,0,0,0,0,1103,863,863,875,875,863
330,0,0,0,0,0,0,1092,801,802,813,809,802
331,0,0,0,0,0,0,1049,851,852,861,864,850
332,0,0,0,0,0,0,1124,848,849,861,860,848
333,0,0,0,0,0,1,1149,839,836,847,852,840
334,0,0,0,0,0,2,1149,815,815,827,828,816
335,0,0,0,0,0,0,1080,784,784,796,796,784
336,0,0,0,0,0,0,1113,829,830,842,842,830
337,0,0,0,0,0,3,1148,847,847,860,860,848
338,0,0,0,0,0,1,1153,785,785,797,798,785
339,0,0,0,0,0,0,1101,819,818,831,832,820
340,0,0,0,0,0,1,1134,843,844,856,856,844
341,0,0,0,0,0,1,1157,841,841,853,853,842
342,0,0,0,0,0,0,1115,829,830,841,842,830
343,0,0,0,0,0,4,1105,812,812,825,824,813
344,0,0,0,0,0,0,1100,749,749,762,761,749
345,0,0,0,0,0,4,1131,893,892,905,905,893
346,0,0,0,0,0,1,1112,794,794,807,807,795
347,0,0,0,0,0,0,1136,784,784,797,797,785
348,0,0,0,0,0,1,1060,782,778,792,794,783
349,0,0,0,0,0,0,1127,786,787,798,799,787
350,0,0,0,0,0,0,1141,888,889,901,901,889
351,0,0,0,0,0,1,1131,826,827,839,839,827
352,0,0,0,0,0,1,1135,801,802,814,814,802
353,0,0,0,0,0,0,1109,772,773,785,785,773
354,0,0,0,0,0,0,1085,773,772,785,786,774
355,0,0,0,0,0,0,1141,838,839,851,851,837
356,0,0,0,0,0,0,1087,850,851,860,863,851
357,0,0,0,0,0,1,1120,795,796,808,808,796
358,0,0,0,0,0,0,1097,801,801,813,814,802
359,0,0,0,0,0,1,1088,774,774,786,786,774
360,0,0,0,0,0,2,1158,831,832,844,843,832
361,0,0,0,0,0,1,1085,836,837,849,849,837
362,0,0,0,0,0,1,1069,795,796,808,808,796
363,0,0,0,0,0,1,1092,821,822,834,834,822
364,0,0,0,0,0,1,1169,821,821,833,833,821
